,tracking_id,datetime,windmill_generated_power(kW/h)
101,WM_1118,2018-11-08 18:03:20,14.331769
102,WM_23657,2019-05-19 06:23:20,4.0108833
103,WM_37530,2019-09-02 20:23:20,6.8963766
104,WM_29981,2019-07-06 08:03:20,3.9951446
105,WM_40227,2019-09-22 20:43:20,7.2315416
106,WM_1525,2018-11-11 23:43:20,6.8343353
107,WM_2323,2018-11-17 16:13:20,3.1104052
108,WM_19419,2019-04-07 21:43:20,6.7625656
109,WM_18221,2019-03-25 13:43:20,2.8611593
110,WM_22827,2019-05-13 10:53:20,2.3915956
111,WM_37941,2019-09-05 16:53:20,5.1917934
112,WM_18696,2019-03-29 17:43:20,3.2166233
113,WM_39197,2019-09-14 22:33:20,7.5085235
114,WM_13378,2019-02-12 12:13:20,6.406629
115,WM_29514,2019-07-02 23:53:20,7.852389
116,WM_20666,2019-04-27 10:23:20,3.4320676
117,WM_1354,2018-11-10 17:43:20,2.9747007
118,WM_39840,2019-09-19 10:03:20,3.247342
119,WM_12741,2019-02-07 19:23:20,5.6998777
120,WM_11752,2019-01-31 20:03:20,10.930302
121,WM_2001,2018-11-15 10:03:20,4.546951
122,WM_19586,2019-04-09 05:13:20,3.9139721
123,WM_25038,2019-05-29 23:23:20,5.6758523
124,WM_39554,2019-09-17 10:23:20,2.2549276
125,WM_12904,2019-02-08 23:03:20,6.295542
126,WM_36694,2019-08-26 00:23:20,6.4140887
127,WM_34522,2019-08-10 06:23:20,3.6457314
128,WM_8354,2019-01-05 22:33:20,9.816188
129,WM_677,2018-11-05 06:43:20,2.5151536
130,WM_25764,2019-06-05 13:13:20,4.6026073
131,WM_16078,2019-03-06 10:13:20,9.200945
132,WM_7290,2018-12-29 10:23:20,10.21709
133,WM_18298,2019-03-26 04:13:20,2.9022326
134,WM_22074,2019-05-07 23:43:20,6.1301746
135,WM_28715,2019-06-27 04:43:20,6.746682
136,WM_24669,2019-05-26 11:43:20,4.575353
137,WM_27581,2019-06-18 21:13:20,7.287938
138,WM_4217,2018-12-04 23:53:20,5.6426215
139,WM_1060,2018-11-08 08:03:20,2.933871
140,WM_11788,2019-02-01 02:03:20,7.9248877
141,WM_5520,2018-12-16 11:03:20,7.491827
142,WM_13297,2019-02-11 21:03:20,3.154281
143,WM_14468,2019-02-20 15:33:20,8.056332
144,WM_38965,2019-09-13 00:03:20,6.6762547
145,WM_33740,2019-08-04 17:03:20,5.733462
146,WM_24325,2019-05-23 22:13:20,6.5141296
147,WM_7300,2018-12-29 12:03:20,9.364021
148,WM_25751,2019-06-05 10:53:20,4.6942525
149,WM_4599,2018-12-07 19:13:20,8.114349
150,WM_13819,2019-02-15 19:23:20,9.189898
151,WM_1400,2018-11-11 02:03:20,4.976005
152,WM_5810,2018-12-18 13:03:20,8.192705
153,WM_31877,2019-07-19 21:53:20,7.2720747
154,WM_6638,2018-12-24 19:43:20,10.18499
155,WM_21861,2019-05-06 12:13:20,4.4132166
156,WM_38854,2019-09-12 05:33:20,8.450415
157,WM_35192,2019-08-14 23:03:20,6.8492455
158,WM_15524,2019-02-28 18:13:20,11.93752
159,WM_39762,2019-09-18 21:03:20,7.6232147
160,WM_1677,2018-11-13 01:23:20,3.6238527
161,WM_30487,2019-07-10 01:03:20,7.8998694
162,WM_28108,2019-06-22 19:53:20,7.644062
163,WM_1173,2018-11-09 04:33:20,3.6733615
164,WM_38104,2019-09-06 20:03:20,7.5235014
165,WM_33708,2019-08-04 11:43:20,5.0595856
166,WM_5710,2018-12-17 19:43:20,5.156926
167,WM_9131,2019-01-11 11:43:20,6.6277413
168,WM_27368,2019-06-17 08:33:20,2.8790753
169,WM_6290,2018-12-22 02:23:20,8.284712
170,WM_39569,2019-09-17 12:53:20,4.6335006
171,WM_4462,2018-12-06 19:33:20,8.607103
172,WM_18269,2019-03-25 23:23:20,2.945432
173,WM_20718,2019-04-27 19:03:20,4.525202
174,WM_9069,2019-01-11 01:23:20,7.3243036
175,WM_40064,2019-09-21 17:33:20,8.33201
176,WM_18319,2019-03-26 07:43:20,6.3080196
177,WM_19859,2019-04-17 16:13:20,5.0600395
178,WM_8317,2019-01-05 16:23:20,7.0904617
179,WM_37997,2019-09-06 02:13:20,6.688339
180,WM_27496,2019-06-18 06:33:20,5.52752
181,WM_35835,2019-08-20 00:13:20,5.6382675
182,WM_25495,2019-06-02 18:53:20,4.5396633
183,WM_6754,2018-12-25 15:03:20,13.569564
184,WM_8914,2019-01-09 23:03:20,3.5629444
185,WM_3385,2018-11-28 15:43:20,2.621361
186,WM_22206,2019-05-08 22:13:20,4.2150545
187,WM_18913,2019-04-03 21:33:20,3.5412734
188,WM_19326,2019-04-07 06:03:20,3.2042792
189,WM_23644,2019-05-19 04:13:20,6.1772265
190,WM_9260,2019-01-12 09:23:20,2.6292112
191,WM_10714,2019-01-23 06:13:20,8.741889
192,WM_16480,2019-03-09 07:23:20,7.798037
193,WM_16011,2019-03-05 21:43:20,5.8797994
194,WM_5670,2018-12-17 13:03:20,6.56993
195,WM_10261,2019-01-19 17:43:20,13.113769
196,WM_13790,2019-02-15 14:33:20,8.651691
197,WM_9508,2019-01-14 03:33:20,6.9265394
198,WM_22379,2019-05-10 04:13:20,2.9220784
199,WM_3630,2018-11-30 09:33:20,8.456618
200,WM_10125,2019-01-18 18:13:20,11.307013
201,WM_3133,2018-11-26 20:53:20,5.151738
202,WM_18004,2019-03-23 21:13:20,5.5988793
203,WM_33780,2019-08-04 23:43:20,7.7608786
204,WM_9635,2019-01-15 01:43:20,9.483168
205,WM_2136,2018-11-16 08:53:20,9.261231
206,WM_34206,2019-08-08 00:53:20,5.9935427
207,WM_26358,2019-06-09 23:23:20,6.087711
208,WM_40254,2019-09-23 01:13:20,7.3883257
209,WM_2076,2018-11-15 22:33:20,3.1321058
210,WM_16588,2019-03-11 17:33:20,5.282679
211,WM_9829,2019-01-16 12:13:20,7.9170303
212,WM_22649,2019-05-12 03:13:20,4.7968493
213,WM_22220,2019-05-09 00:33:20,3.8618774
214,WM_18785,2019-03-31 16:03:20,4.0389776
215,WM_6446,2018-12-23 10:53:20,10.208843
216,WM_29059,2019-06-29 17:53:20,6.8999786
217,WM_19253,2019-04-06 14:53:20,3.2452283
218,WM_37900,2019-09-05 10:03:20,4.6654096
219,WM_25225,2019-05-31 13:13:20,3.6774428
220,WM_15766,2019-03-04 01:13:20,7.6528096
221,WM_34279,2019-08-08 13:13:20,2.3940506
222,WM_9194,2019-01-11 22:13:20,7.4017134
223,WM_23326,2019-05-16 22:23:20,7.7641554
224,WM_23542,2019-05-18 10:33:20,3.3800974
225,WM_12718,2019-02-07 15:33:20,6.409006
226,WM_4399,2018-12-06 08:53:20,5.210949
227,WM_23700,2019-05-19 13:33:20,5.508788
228,WM_29570,2019-07-03 09:13:20,3.266984
229,WM_28486,2019-06-25 13:13:20,5.9779587
230,WM_36744,2019-08-26 08:43:20,2.4194145
231,WM_10169,2019-01-19 02:03:20,11.311406
232,WM_13102,2019-02-10 10:43:20,6.513164
233,WM_18420,2019-03-27 00:33:20,3.43399
234,WM_11345,2019-01-28 22:43:20,12.108529
235,WM_20937,2019-04-29 07:33:20,1.7306627
236,WM_19732,2019-04-16 18:43:20,2.7102313
237,WM_30163,2019-07-07 14:53:20,2.426713
238,WM_31465,2019-07-16 23:33:20,7.335602
239,WM_34020,2019-08-06 16:43:20,4.8422675
240,WM_37916,2019-09-05 12:43:20,3.4212365
241,WM_25289,2019-06-01 01:33:20,3.7439883
242,WM_10656,2019-01-22 19:33:20,11.172754
243,WM_33961,2019-08-06 06:53:20,4.594635
244,WM_38983,2019-09-13 10:53:20,2.6926606
245,WM_29326,2019-07-01 15:43:20,6.249918
246,WM_22058,2019-05-07 21:03:20,7.3633175
247,WM_23339,2019-05-17 00:33:20,7.4043436
248,WM_27964,2019-06-21 18:03:20,5.038945
249,WM_5091,2018-12-11 09:13:20,8.006361
250,WM_23620,2019-05-18 23:43:20,7.127263
251,WM_36479,2019-08-24 12:13:20,4.993355
252,WM_5455,2018-12-15 23:03:20,7.8715024
253,WM_33865,2019-08-05 14:23:20,7.6256437
254,WM_28900,2019-06-28 13:33:20,2.6479664
255,WM_23540,2019-05-18 10:13:20,3.0737798
256,WM_7584,2018-12-31 11:43:20,10.167578
257,WM_36381,2019-08-23 19:53:20,5.141948
258,WM_15008,2019-02-25 02:23:20,10.819106
259,WM_39618,2019-09-17 21:03:20,7.48927
260,WM_7827,2019-01-02 04:53:20,8.209601
261,WM_8199,2019-01-04 20:43:20,7.0331793
262,WM_38431,2019-09-09 02:33:20,7.464455
263,WM_4590,2018-12-07 17:43:20,8.434187
264,WM_35422,2019-08-17 03:13:20,5.1844115
265,WM_17249,2019-03-18 06:53:20,6.5465612
266,WM_18803,2019-04-01 11:53:20,2.4165502
267,WM_21684,2019-05-05 06:33:20,3.896414
268,WM_23629,2019-05-19 01:43:20,5.652312
269,WM_27869,2019-06-21 01:53:20,5.9136643
270,WM_36402,2019-08-23 23:23:20,9.099781
271,WM_3283,2018-11-27 22:23:20,3.289885
272,WM_15219,2019-02-26 14:33:20,11.001279
273,WM_951,2018-11-07 09:03:20,3.5892448
274,WM_19423,2019-04-07 22:23:20,6.19816
275,WM_31350,2019-07-16 04:03:20,5.970353
276,WM_21603,2019-05-04 16:53:20,4.1010056
277,WM_5135,2018-12-11 16:33:20,6.3601685
278,WM_13209,2019-02-11 05:13:20,7.2638702
279,WM_25607,2019-06-03 17:03:20,4.3758917
280,WM_16489,2019-03-09 09:53:20,6.5008235
281,WM_5693,2018-12-17 16:53:20,5.0308094
282,WM_21895,2019-05-06 17:53:20,4.564865
283,WM_12507,2019-02-06 03:43:20,9.365994
284,WM_14118,2019-02-17 23:23:20,4.564802
285,WM_19475,2019-04-08 08:13:20,3.3894198
286,WM_28476,2019-06-25 11:33:20,5.773236
287,WM_25735,2019-06-05 08:13:20,4.4004707
288,WM_14038,2019-02-17 10:03:20,7.751388
289,WM_6742,2018-12-25 13:03:20,10.9152355
290,WM_36701,2019-08-26 01:33:20,6.1702185
291,WM_11056,2019-01-25 16:13:20,13.250507
292,WM_36288,2019-08-23 03:53:20,6.559707
293,WM_13272,2019-02-11 16:53:20,5.8168416
294,WM_7058,2018-12-27 19:43:20,12.262543
295,WM_30370,2019-07-09 05:33:20,5.0866904
296,WM_6469,2018-12-23 14:43:20,11.939171
297,WM_22864,2019-05-13 17:03:20,4.184803
298,WM_25148,2019-05-30 23:13:20,4.0681305
299,WM_18198,2019-03-25 09:03:20,2.903225
300,WM_10849,2019-01-24 05:23:20,11.406436
301,WM_3926,2018-12-02 21:33:20,3.5566163
302,WM_5255,2018-12-12 15:03:20,8.961148
303,WM_14329,2019-02-19 12:43:20,6.772296
304,WM_16383,2019-03-08 14:23:20,7.235772
305,WM_10580,2019-01-22 05:53:20,7.1595078
306,WM_33182,2019-07-31 17:43:20,3.468666
307,WM_24480,2019-05-25 03:23:20,5.7887063
308,WM_15670,2019-03-01 18:43:20,12.480924
309,WM_14649,2019-02-21 22:23:20,9.650432
310,WM_5140,2018-12-11 17:23:20,5.8392377
311,WM_1159,2018-11-09 02:03:20,2.9157634
312,WM_2555,2018-11-22 16:33:20,2.4245539
313,WM_24748,2019-05-27 19:23:20,5.943188
314,WM_9617,2019-01-14 22:43:20,8.506719
315,WM_13352,2019-02-12 06:43:20,9.074645
316,WM_22245,2019-05-09 04:43:20,1.8302374
317,WM_18952,2019-04-04 05:43:20,3.2320063
318,WM_3759,2018-12-01 12:33:20,5.539602
319,WM_33280,2019-08-01 10:53:20,2.8209224
320,WM_29249,2019-07-01 02:43:20,4.750848
321,WM_5877,2018-12-19 01:13:20,9.327438
322,WM_27688,2019-06-19 19:03:20,4.26674
323,WM_23329,2019-05-16 22:53:20,7.3150945
324,WM_19710,2019-04-16 00:23:20,2.9508955
325,WM_811,2018-11-06 06:43:20,4.466776
326,WM_34911,2019-08-13 00:13:20,6.5784593
327,WM_26510,2019-06-11 00:53:20,5.3794665
328,WM_37056,2019-08-28 13:03:20,2.9824185
329,WM_29373,2019-07-01 23:43:20,8.530976
330,WM_39014,2019-09-13 16:03:20,2.439249
331,WM_35453,2019-08-17 08:23:20,5.096496
332,WM_36087,2019-08-21 18:13:20,4.4710135
333,WM_36999,2019-08-28 03:33:20,2.994298
334,WM_17478,2019-03-19 23:43:20,7.6731176
335,WM_849,2018-11-06 13:43:20,3.430515
336,WM_18812,2019-04-01 13:23:20,2.2715664
337,WM_24092,2019-05-22 06:53:20,4.1499615
338,WM_28983,2019-06-29 04:43:20,5.0536695
339,WM_27400,2019-06-17 13:53:20,4.6443305
340,WM_32614,2019-07-27 06:03:20,6.328392
341,WM_15065,2019-02-25 12:53:20,9.66126
342,WM_30600,2019-07-10 20:03:20,5.075382
343,WM_762,2018-11-05 22:33:20,2.9594758
344,WM_26413,2019-06-10 08:33:20,3.4845126
345,WM_25467,2019-06-02 13:53:20,4.5654354
346,WM_2771,2018-11-24 05:53:20,6.8089957
347,WM_35364,2019-08-16 17:33:20,6.3124213
348,WM_39420,2019-09-16 12:03:20,3.374862
349,WM_39991,2019-09-21 05:23:20,5.4010777
350,WM_34422,2019-08-09 13:23:20,2.5505936
351,WM_33518,2019-08-03 03:03:20,4.712104
352,WM_8525,2019-01-07 04:23:20,9.511254
353,WM_5621,2018-12-17 04:03:20,7.8599668
354,WM_35359,2019-08-16 16:43:20,5.144468
355,WM_36285,2019-08-23 03:23:20,7.5819774
356,WM_13613,2019-02-14 04:43:20,8.810562
357,WM_28019,2019-06-22 04:03:20,6.1883783
358,WM_28763,2019-06-27 12:53:20,2.4999235
359,WM_4297,2018-12-05 13:23:20,7.879541
360,WM_25231,2019-05-31 14:23:20,3.7620218
361,WM_30763,2019-07-12 00:43:20,8.305506
362,WM_30850,2019-07-12 15:13:20,8.330556
363,WM_1841,2018-11-14 06:23:20,3.57919
364,WM_35181,2019-08-14 21:13:20,8.620353
365,WM_21100,2019-04-30 10:43:20,2.3136044
366,WM_34377,2019-08-09 05:43:20,4.7384033
367,WM_12208,2019-02-04 01:03:20,9.996927
368,WM_38604,2019-09-10 11:53:20,3.1190348
369,WM_13154,2019-02-10 19:23:20,2.368378
370,WM_5110,2018-12-11 12:23:20,9.607467
371,WM_36021,2019-08-21 07:13:20,3.9745061
372,WM_30137,2019-07-07 10:23:20,2.3648434
373,WM_4644,2018-12-08 02:53:20,9.228913
374,WM_28693,2019-06-27 01:03:20,7.9805484
375,WM_39978,2019-09-21 03:13:20,5.849634
376,WM_10075,2019-01-18 09:43:20,10.058927
377,WM_36040,2019-08-21 10:23:20,3.2587316
378,WM_20067,2019-04-20 18:43:20,2.3304262
379,WM_35590,2019-08-18 07:13:20,4.9429736
380,WM_27541,2019-06-18 14:13:20,4.2229614
381,WM_3356,2018-11-28 10:53:20,5.7451453
382,WM_24729,2019-05-27 16:13:20,6.161592
383,WM_36900,2019-08-27 11:03:20,3.1381893
384,WM_10433,2019-01-20 22:43:20,9.443826
385,WM_39664,2019-09-18 04:43:20,4.851353
386,WM_33188,2019-07-31 18:53:20,5.03282
387,WM_38793,2019-09-11 19:23:20,5.1233215
388,WM_20492,2019-04-26 02:53:20,5.584395
389,WM_30070,2019-07-06 23:03:20,5.38784
390,WM_9580,2019-01-14 16:33:20,8.692945
391,WM_25651,2019-06-04 02:13:20,4.1990404
392,WM_29782,2019-07-04 21:13:20,7.4331627
393,WM_2633,2018-11-23 06:03:20,9.103447
394,WM_19126,2019-04-05 15:53:20,3.3170629
395,WM_33920,2019-08-05 23:43:20,7.026055
396,WM_15615,2019-03-01 09:23:20,9.309243
397,WM_29008,2019-06-29 09:13:20,4.807072
398,WM_26706,2019-06-12 11:13:20,5.441005
399,WM_36139,2019-08-22 02:53:20,7.4878626
400,WM_949,2018-11-07 08:43:20,3.3143013
401,WM_30979,2019-07-13 13:03:20,5.529962
402,WM_30202,2019-07-07 21:43:20,7.387125
403,WM_1306,2018-11-10 09:43:20,5.2040157
404,WM_28576,2019-06-26 04:53:20,5.8230147
405,WM_16086,2019-03-06 11:33:20,8.360981
406,WM_15079,2019-02-25 15:13:20,11.67227
407,WM_28543,2019-06-25 23:13:20,7.54006
408,WM_4869,2018-12-09 17:33:20,6.401301
409,WM_2730,2018-11-23 22:53:20,1.7788327
410,WM_24412,2019-05-24 13:33:20,3.8006465
411,WM_23124,2019-05-15 12:43:20,5.8405128
412,WM_12369,2019-02-05 04:13:20,10.249134
413,WM_37220,2019-08-31 16:43:20,4.505803
414,WM_7064,2018-12-27 20:43:20,9.92253
415,WM_32804,2019-07-29 00:53:20,8.600541
416,WM_13892,2019-02-16 07:43:20,7.734395
417,WM_2423,2018-11-21 17:23:20,2.9848447
418,WM_4292,2018-12-05 12:33:20,8.516944
419,WM_14863,2019-02-23 17:03:20,7.8382635
420,WM_37691,2019-09-03 23:13:20,5.902159
421,WM_29081,2019-06-29 21:43:20,7.742712
422,WM_24585,2019-05-25 20:53:20,8.087351
423,WM_37934,2019-09-05 15:43:20,3.9403818
424,WM_33176,2019-07-31 16:43:20,2.87856
425,WM_24022,2019-05-21 19:13:20,5.7408905
426,WM_8139,2019-01-04 10:43:20,6.525331
427,WM_16437,2019-03-08 23:33:20,5.2884264
428,WM_24940,2019-05-29 06:53:20,4.3598022
429,WM_30142,2019-07-07 11:13:20,2.7980912
430,WM_19985,2019-04-19 08:23:20,2.8809607
431,WM_12837,2019-02-08 11:53:20,7.9906454
432,WM_32053,2019-07-21 05:03:20,6.699054
433,WM_560,2018-11-02 04:13:20,4.1549916
434,WM_9526,2019-01-14 06:43:20,4.2224054
435,WM_30781,2019-07-12 03:43:20,5.9078503
436,WM_31641,2019-07-18 06:03:20,6.1456714
437,WM_613,2018-11-04 17:03:20,3.336469
438,WM_93,2018-10-29 12:33:20,9.458123
439,WM_32655,2019-07-27 13:03:20,7.802101
440,WM_13020,2019-02-09 19:03:20,3.6058087
441,WM_36514,2019-08-24 18:03:20,4.809171
442,WM_23514,2019-05-18 05:53:20,5.075191
443,WM_31031,2019-07-13 21:43:20,7.521638
444,WM_10813,2019-01-23 23:03:20,8.029659
445,WM_8421,2019-01-06 10:23:20,9.010481
446,WM_29856,2019-07-05 10:13:20,3.211947
447,WM_7197,2018-12-28 18:53:20,12.511942
448,WM_10431,2019-01-20 22:23:20,10.293616
449,WM_30583,2019-07-10 17:13:20,3.3513234
450,WM_6207,2018-12-21 08:13:20,10.270411
451,WM_29085,2019-06-29 22:23:20,7.1447043
452,WM_22303,2019-05-09 14:23:20,4.4575634
453,WM_13690,2019-02-14 17:43:20,6.1345305
454,WM_21369,2019-05-02 07:43:20,2.8733778
455,WM_30139,2019-07-07 10:43:20,2.5364604
456,WM_25858,2019-06-06 05:23:20,4.4762974
457,WM_36033,2019-08-21 09:13:20,4.125866
458,WM_2867,2018-11-24 21:53:20,4.2505236
459,WM_39693,2019-09-18 09:33:20,2.7292347
460,WM_7894,2019-01-02 16:03:20,11.255607
461,WM_6380,2018-12-22 17:33:20,9.943668
462,WM_15262,2019-02-26 21:43:20,9.32985
463,WM_15061,2019-02-25 12:13:20,9.360141
464,WM_32795,2019-07-28 23:23:20,8.461962
465,WM_21120,2019-04-30 14:03:20,2.388094
466,WM_21300,2019-05-01 20:13:20,4.0327797
467,WM_1608,2018-11-12 13:53:20,2.7425447
468,WM_26582,2019-06-11 13:03:20,4.110648
469,WM_10899,2019-01-24 13:43:20,8.86397
470,WM_25461,2019-06-02 12:53:20,4.2964787
471,WM_9855,2019-01-16 17:03:20,8.644084
472,WM_6054,2018-12-20 06:43:20,10.271034
473,WM_13882,2019-02-16 05:53:20,8.251112
474,WM_6449,2018-12-23 11:23:20,12.0823
475,WM_26314,2019-06-09 15:33:20,7.713876
476,WM_20858,2019-04-28 18:23:20,1.6418958
477,WM_22684,2019-05-12 09:03:20,3.9078887
478,WM_24415,2019-05-24 14:03:20,2.4670625
479,WM_17113,2019-03-16 09:33:20,2.1482167
480,WM_25483,2019-06-02 16:43:20,4.552982
481,WM_3088,2018-11-26 13:23:20,5.0964465
482,WM_10532,2019-01-21 15:53:20,12.923884
483,WM_6707,2018-12-25 07:13:20,9.420545
484,WM_19404,2019-04-07 19:03:20,4.057749
485,WM_17238,2019-03-18 05:03:20,4.388603
486,WM_27206,2019-06-16 03:53:20,6.159345
487,WM_5349,2018-12-15 04:53:20,4.3652735
488,WM_27880,2019-06-21 03:43:20,5.4923635
489,WM_21048,2019-04-30 02:03:20,3.3212798
490,WM_25532,2019-06-03 02:13:20,4.280044
491,WM_24605,2019-05-26 00:33:20,4.5935993
492,WM_25022,2019-05-29 20:43:20,5.521278
493,WM_8753,2019-01-08 19:03:20,5.0651107
494,WM_35769,2019-08-19 13:13:20,2.5009072
495,WM_8442,2019-01-06 14:03:20,8.495531
496,WM_6941,2018-12-26 22:53:20,10.38
497,WM_301,2018-10-31 07:43:20,9.449517
498,WM_18676,2019-03-28 22:03:20,4.217118
499,WM_17441,2019-03-19 16:53:20,6.7421036
500,WM_12023,2019-02-02 18:03:20,10.516728
501,WM_8351,2019-01-05 22:03:20,9.093579
502,WM_25492,2019-06-02 18:23:20,4.6631365
503,WM_32147,2019-07-21 21:03:20,7.9864635
504,WM_22168,2019-05-08 15:33:20,4.2436213
505,WM_4076,2018-12-03 22:33:20,8.219688
506,WM_36504,2019-08-24 16:23:20,3.1750674
507,WM_33567,2019-08-03 11:43:20,5.2866096
508,WM_32191,2019-07-22 04:43:20,4.9819474
509,WM_6144,2018-12-20 21:43:20,11.801987
510,WM_12533,2019-02-06 08:03:20,8.4118595
511,WM_1289,2018-11-10 06:53:20,2.6608512
512,WM_30664,2019-07-11 07:53:20,4.3082733
513,WM_4370,2018-12-06 01:33:20,7.900826
514,WM_31207,2019-07-15 03:43:20,7.984693
515,WM_10223,2019-01-19 11:23:20,10.55944
516,WM_38274,2019-09-08 00:23:20,8.537213
517,WM_31638,2019-07-18 05:33:20,6.175917
518,WM_39806,2019-09-19 04:23:20,4.4522686
519,WM_15731,2019-03-03 19:23:20,9.402024
520,WM_16814,2019-03-13 12:43:20,2.5329409
521,WM_20049,2019-04-19 20:33:20,6.3604126
522,WM_39063,2019-09-14 00:13:20,6.0921
523,WM_38964,2019-09-12 23:53:20,7.2843237
524,WM_35974,2019-08-20 23:23:20,6.7350583
525,WM_25206,2019-05-31 10:03:20,1.7859273
