,tracking_id,datetime,windmill_generated_power(kW/h)
199,WM_3630,2018-11-30 09:33:20,8.647525
200,WM_10125,2019-01-18 18:13:20,10.753971
201,WM_3133,2018-11-26 20:53:20,5.0424967
202,WM_18004,2019-03-23 21:13:20,5.6719246
203,WM_33780,2019-08-04 23:43:20,7.617907
204,WM_9635,2019-01-15 01:43:20,9.673207
205,WM_2136,2018-11-16 08:53:20,9.623014
206,WM_34206,2019-08-08 00:53:20,6.100719
207,WM_26358,2019-06-09 23:23:20,6.081659
208,WM_40254,2019-09-23 01:13:20,7.397513
209,WM_2076,2018-11-15 22:33:20,3.0999286
210,WM_16588,2019-03-11 17:33:20,5.3847003
211,WM_9829,2019-01-16 12:13:20,7.93881
212,WM_22649,2019-05-12 03:13:20,4.986496
213,WM_22220,2019-05-09 00:33:20,3.657943
214,WM_18785,2019-03-31 16:03:20,3.9375215
215,WM_6446,2018-12-23 10:53:20,10.345814
216,WM_29059,2019-06-29 17:53:20,6.876144
217,WM_19253,2019-04-06 14:53:20,3.1664498
218,WM_37900,2019-09-05 10:03:20,4.6394124
219,WM_25225,2019-05-31 13:13:20,3.9587893
220,WM_15766,2019-03-04 01:13:20,7.7538323
221,WM_34279,2019-08-08 13:13:20,2.1392078
222,WM_9194,2019-01-11 22:13:20,7.731015
223,WM_23326,2019-05-16 22:23:20,7.90135
224,WM_23542,2019-05-18 10:33:20,3.3479924
225,WM_12718,2019-02-07 15:33:20,6.4505215
226,WM_4399,2018-12-06 08:53:20,5.3924003
227,WM_23700,2019-05-19 13:33:20,5.5071673
228,WM_29570,2019-07-03 09:13:20,3.1310313
229,WM_28486,2019-06-25 13:13:20,6.0036693
230,WM_36744,2019-08-26 08:43:20,2.5910985
231,WM_10169,2019-01-19 02:03:20,12.764664
232,WM_13102,2019-02-10 10:43:20,6.5823193
233,WM_18420,2019-03-27 00:33:20,3.3360143
234,WM_11345,2019-01-28 22:43:20,12.796427
235,WM_20937,2019-04-29 07:33:20,1.7826046
236,WM_19732,2019-04-16 18:43:20,2.5743775
237,WM_30163,2019-07-07 14:53:20,2.3241181
238,WM_31465,2019-07-16 23:33:20,7.252256
239,WM_34020,2019-08-06 16:43:20,4.856186
240,WM_37916,2019-09-05 12:43:20,3.5520792
241,WM_25289,2019-06-01 01:33:20,2.628523
242,WM_10656,2019-01-22 19:33:20,11.391715
243,WM_33961,2019-08-06 06:53:20,4.3858423
244,WM_38983,2019-09-13 10:53:20,2.6157527
245,WM_29326,2019-07-01 15:43:20,6.5018873
246,WM_22058,2019-05-07 21:03:20,7.9292784
247,WM_23339,2019-05-17 00:33:20,7.427983
248,WM_27964,2019-06-21 18:03:20,5.182413
249,WM_5091,2018-12-11 09:13:20,7.947496
250,WM_23620,2019-05-18 23:43:20,7.298749
251,WM_36479,2019-08-24 12:13:20,4.9975834
252,WM_5455,2018-12-15 23:03:20,8.221725
253,WM_33865,2019-08-05 14:23:20,7.7700534
254,WM_28900,2019-06-28 13:33:20,2.592346
255,WM_23540,2019-05-18 10:13:20,3.0760655
256,WM_7584,2018-12-31 11:43:20,10.502556
257,WM_36381,2019-08-23 19:53:20,5.065759
258,WM_15008,2019-02-25 02:23:20,11.587031
259,WM_39618,2019-09-17 21:03:20,7.767974
260,WM_7827,2019-01-02 04:53:20,8.253685
261,WM_8199,2019-01-04 20:43:20,7.1005793
262,WM_38431,2019-09-09 02:33:20,7.362883
263,WM_4590,2018-12-07 17:43:20,8.508336
264,WM_35422,2019-08-17 03:13:20,4.829839
265,WM_17249,2019-03-18 06:53:20,6.605858
266,WM_18803,2019-04-01 11:53:20,2.2423596
267,WM_21684,2019-05-05 06:33:20,3.7374558
268,WM_23629,2019-05-19 01:43:20,5.8278775
269,WM_27869,2019-06-21 01:53:20,5.874867
270,WM_36402,2019-08-23 23:23:20,9.265892
271,WM_3283,2018-11-27 22:23:20,3.2839699
272,WM_15219,2019-02-26 14:33:20,11.316386
273,WM_951,2018-11-07 09:03:20,3.5303185
274,WM_19423,2019-04-07 22:23:20,5.9969087
275,WM_31350,2019-07-16 04:03:20,6.1075883
276,WM_21603,2019-05-04 16:53:20,4.3431406
277,WM_5135,2018-12-11 16:33:20,6.3655844
278,WM_13209,2019-02-11 05:13:20,7.2744164
279,WM_25607,2019-06-03 17:03:20,4.01472
280,WM_16489,2019-03-09 09:53:20,6.5350003
281,WM_5693,2018-12-17 16:53:20,5.2622747
282,WM_21895,2019-05-06 17:53:20,4.8241677
283,WM_12507,2019-02-06 03:43:20,9.160821
284,WM_14118,2019-02-17 23:23:20,4.4854994
285,WM_19475,2019-04-08 08:13:20,3.3162882
286,WM_28476,2019-06-25 11:33:20,5.7915616
287,WM_25735,2019-06-05 08:13:20,4.1619387
288,WM_14038,2019-02-17 10:03:20,8.208264
289,WM_6742,2018-12-25 13:03:20,10.641336
290,WM_36701,2019-08-26 01:33:20,6.241068
291,WM_11056,2019-01-25 16:13:20,13.34251
292,WM_36288,2019-08-23 03:53:20,6.6363845
293,WM_13272,2019-02-11 16:53:20,5.803168
294,WM_7058,2018-12-27 19:43:20,12.395684
295,WM_30370,2019-07-09 05:33:20,5.209635
296,WM_6469,2018-12-23 14:43:20,12.10882
297,WM_22864,2019-05-13 17:03:20,3.9087532
298,WM_25148,2019-05-30 23:13:20,4.5361505
299,WM_18198,2019-03-25 09:03:20,3.0136662
300,WM_10849,2019-01-24 05:23:20,11.574229
301,WM_3926,2018-12-02 21:33:20,3.5703099
302,WM_5255,2018-12-12 15:03:20,8.896524
303,WM_14329,2019-02-19 12:43:20,6.7820754
304,WM_16383,2019-03-08 14:23:20,7.1858983
305,WM_10580,2019-01-22 05:53:20,7.2159166
306,WM_33182,2019-07-31 17:43:20,3.2496614
307,WM_24480,2019-05-25 03:23:20,5.637796
308,WM_15670,2019-03-01 18:43:20,12.493992
309,WM_14649,2019-02-21 22:23:20,9.952539
310,WM_5140,2018-12-11 17:23:20,6.025177
311,WM_1159,2018-11-09 02:03:20,2.8435764
312,WM_2555,2018-11-22 16:33:20,2.475543
313,WM_24748,2019-05-27 19:23:20,6.006808
314,WM_9617,2019-01-14 22:43:20,8.385165
315,WM_13352,2019-02-12 06:43:20,8.539976
316,WM_22245,2019-05-09 04:43:20,1.8118134
317,WM_18952,2019-04-04 05:43:20,3.340767
318,WM_3759,2018-12-01 12:33:20,5.7494903
319,WM_33280,2019-08-01 10:53:20,2.9080644
320,WM_29249,2019-07-01 02:43:20,4.7136364
321,WM_5877,2018-12-19 01:13:20,9.476331
322,WM_27688,2019-06-19 19:03:20,4.162238
323,WM_23329,2019-05-16 22:53:20,7.400677
324,WM_19710,2019-04-16 00:23:20,3.3701465
325,WM_811,2018-11-06 06:43:20,4.7235126
326,WM_34911,2019-08-13 00:13:20,6.6510406
327,WM_26510,2019-06-11 00:53:20,5.3674173
328,WM_37056,2019-08-28 13:03:20,3.0620952
329,WM_29373,2019-07-01 23:43:20,8.646632
330,WM_39014,2019-09-13 16:03:20,2.4603624
331,WM_35453,2019-08-17 08:23:20,5.048056
332,WM_36087,2019-08-21 18:13:20,4.453189
333,WM_36999,2019-08-28 03:33:20,3.211176
334,WM_17478,2019-03-19 23:43:20,7.8129654
335,WM_849,2018-11-06 13:43:20,3.3567762
336,WM_18812,2019-04-01 13:23:20,2.2273176
337,WM_24092,2019-05-22 06:53:20,4.3214393
338,WM_28983,2019-06-29 04:43:20,5.106904
339,WM_27400,2019-06-17 13:53:20,4.564809
340,WM_32614,2019-07-27 06:03:20,6.555186
341,WM_15065,2019-02-25 12:53:20,9.623826
342,WM_30600,2019-07-10 20:03:20,5.1503906
343,WM_762,2018-11-05 22:33:20,3.2399318
344,WM_26413,2019-06-10 08:33:20,3.5520759
345,WM_25467,2019-06-02 13:53:20,4.418395
346,WM_2771,2018-11-24 05:53:20,6.9199533
347,WM_35364,2019-08-16 17:33:20,6.328505
348,WM_39420,2019-09-16 12:03:20,3.3627672
349,WM_39991,2019-09-21 05:23:20,5.4574056
350,WM_34422,2019-08-09 13:23:20,2.6538188
351,WM_33518,2019-08-03 03:03:20,4.6091514
352,WM_8525,2019-01-07 04:23:20,9.5360155
353,WM_5621,2018-12-17 04:03:20,7.8474736
354,WM_35359,2019-08-16 16:43:20,5.238315
355,WM_36285,2019-08-23 03:23:20,7.672814
356,WM_13613,2019-02-14 04:43:20,8.899962
357,WM_28019,2019-06-22 04:03:20,6.170277
358,WM_28763,2019-06-27 12:53:20,2.4399717
359,WM_4297,2018-12-05 13:23:20,8.127937
360,WM_25231,2019-05-31 14:23:20,5.6952024
361,WM_30763,2019-07-12 00:43:20,8.834967
362,WM_30850,2019-07-12 15:13:20,8.568986
363,WM_1841,2018-11-14 06:23:20,3.663832
364,WM_35181,2019-08-14 21:13:20,8.392587
365,WM_21100,2019-04-30 10:43:20,2.6286998
366,WM_34377,2019-08-09 05:43:20,4.790343
367,WM_12208,2019-02-04 01:03:20,10.170325
368,WM_38604,2019-09-10 11:53:20,2.8417072
369,WM_13154,2019-02-10 19:23:20,2.3321576
370,WM_5110,2018-12-11 12:23:20,9.541593
371,WM_36021,2019-08-21 07:13:20,4.0973196
372,WM_30137,2019-07-07 10:23:20,2.3650413
373,WM_4644,2018-12-08 02:53:20,8.848053
374,WM_28693,2019-06-27 01:03:20,7.7647753
375,WM_39978,2019-09-21 03:13:20,5.72216
376,WM_10075,2019-01-18 09:43:20,9.546665
377,WM_36040,2019-08-21 10:23:20,3.1817205
378,WM_20067,2019-04-20 18:43:20,2.309937
379,WM_35590,2019-08-18 07:13:20,5.0785604
380,WM_27541,2019-06-18 14:13:20,4.2682858
381,WM_3356,2018-11-28 10:53:20,5.5621686
382,WM_24729,2019-05-27 16:13:20,6.076814
383,WM_36900,2019-08-27 11:03:20,3.1163204
384,WM_10433,2019-01-20 22:43:20,9.356728
385,WM_39664,2019-09-18 04:43:20,5.7594576
386,WM_33188,2019-07-31 18:53:20,4.940806
387,WM_38793,2019-09-11 19:23:20,5.0857882
388,WM_20492,2019-04-26 02:53:20,5.5611367
389,WM_30070,2019-07-06 23:03:20,5.379908
390,WM_9580,2019-01-14 16:33:20,8.58253
391,WM_25651,2019-06-04 02:13:20,4.396038
392,WM_29782,2019-07-04 21:13:20,7.632245
393,WM_2633,2018-11-23 06:03:20,9.047181
394,WM_19126,2019-04-05 15:53:20,3.2209508
395,WM_33920,2019-08-05 23:43:20,6.98636
396,WM_15615,2019-03-01 09:23:20,9.425284
397,WM_29008,2019-06-29 09:13:20,4.7684155
398,WM_26706,2019-06-12 11:13:20,5.4586773
399,WM_36139,2019-08-22 02:53:20,7.5047803
400,WM_949,2018-11-07 08:43:20,3.142641
401,WM_30979,2019-07-13 13:03:20,5.8329444
402,WM_30202,2019-07-07 21:43:20,7.4078255
403,WM_1306,2018-11-10 09:43:20,5.1494875
404,WM_28576,2019-06-26 04:53:20,5.7388406
405,WM_16086,2019-03-06 11:33:20,8.202083
406,WM_15079,2019-02-25 15:13:20,11.704642
407,WM_28543,2019-06-25 23:13:20,7.668356
408,WM_4869,2018-12-09 17:33:20,6.2439003
409,WM_2730,2018-11-23 22:53:20,1.6524249
410,WM_24412,2019-05-24 13:33:20,2.8553624
411,WM_23124,2019-05-15 12:43:20,6.0503764
412,WM_12369,2019-02-05 04:13:20,10.129655
413,WM_37220,2019-08-31 16:43:20,4.583679
414,WM_7064,2018-12-27 20:43:20,10.030605
415,WM_32804,2019-07-29 00:53:20,8.843892
416,WM_13892,2019-02-16 07:43:20,7.651936
417,WM_2423,2018-11-21 17:23:20,3.090895
418,WM_4292,2018-12-05 12:33:20,8.863568
419,WM_14863,2019-02-23 17:03:20,7.714533
420,WM_37691,2019-09-03 23:13:20,5.930583
421,WM_29081,2019-06-29 21:43:20,7.765448
422,WM_24585,2019-05-25 20:53:20,7.94352
423,WM_37934,2019-09-05 15:43:20,4.096876
424,WM_33176,2019-07-31 16:43:20,2.956378
425,WM_24022,2019-05-21 19:13:20,5.7663403
426,WM_8139,2019-01-04 10:43:20,6.652927
427,WM_16437,2019-03-08 23:33:20,5.448361
428,WM_24940,2019-05-29 06:53:20,4.3255177
429,WM_30142,2019-07-07 11:13:20,2.7565517
430,WM_19985,2019-04-19 08:23:20,2.9402986
431,WM_12837,2019-02-08 11:53:20,8.045221
432,WM_32053,2019-07-21 05:03:20,6.7803564
433,WM_560,2018-11-02 04:13:20,4.140299
434,WM_9526,2019-01-14 06:43:20,4.106183
435,WM_30781,2019-07-12 03:43:20,6.0470753
436,WM_31641,2019-07-18 06:03:20,6.2529273
437,WM_613,2018-11-04 17:03:20,3.1130922
438,WM_93,2018-10-29 12:33:20,9.140294
439,WM_32655,2019-07-27 13:03:20,7.659396
440,WM_13020,2019-02-09 19:03:20,3.6227322
441,WM_36514,2019-08-24 18:03:20,4.960992
442,WM_23514,2019-05-18 05:53:20,5.3476067
443,WM_31031,2019-07-13 21:43:20,7.6344924
444,WM_10813,2019-01-23 23:03:20,8.024271
445,WM_8421,2019-01-06 10:23:20,8.5345745
446,WM_29856,2019-07-05 10:13:20,3.0609546
447,WM_7197,2018-12-28 18:53:20,12.974829
448,WM_10431,2019-01-20 22:23:20,10.822155
449,WM_30583,2019-07-10 17:13:20,3.3568263
450,WM_6207,2018-12-21 08:13:20,9.991654
451,WM_29085,2019-06-29 22:23:20,7.2254143
452,WM_22303,2019-05-09 14:23:20,4.2709866
453,WM_13690,2019-02-14 17:43:20,5.8804426
454,WM_21369,2019-05-02 07:43:20,2.9102416
455,WM_30139,2019-07-07 10:43:20,2.4890666
456,WM_25858,2019-06-06 05:23:20,4.8392262
457,WM_36033,2019-08-21 09:13:20,4.4089437
458,WM_2867,2018-11-24 21:53:20,6.561095
459,WM_39693,2019-09-18 09:33:20,2.7080615
460,WM_7894,2019-01-02 16:03:20,11.127358
461,WM_6380,2018-12-22 17:33:20,9.638805
462,WM_15262,2019-02-26 21:43:20,9.641824
463,WM_15061,2019-02-25 12:13:20,9.604141
464,WM_32795,2019-07-28 23:23:20,8.109851
465,WM_21120,2019-04-30 14:03:20,2.557948
466,WM_21300,2019-05-01 20:13:20,4.1258755
467,WM_1608,2018-11-12 13:53:20,2.6273522
468,WM_26582,2019-06-11 13:03:20,4.0470433
469,WM_10899,2019-01-24 13:43:20,9.029993
470,WM_25461,2019-06-02 12:53:20,4.4218674
471,WM_9855,2019-01-16 17:03:20,8.122644
472,WM_6054,2018-12-20 06:43:20,10.413962
473,WM_13882,2019-02-16 05:53:20,8.163413
474,WM_6449,2018-12-23 11:23:20,12.126846
475,WM_26314,2019-06-09 15:33:20,7.827371
476,WM_20858,2019-04-28 18:23:20,1.4522057
477,WM_22684,2019-05-12 09:03:20,3.8910532
478,WM_24415,2019-05-24 14:03:20,3.07598
479,WM_17113,2019-03-16 09:33:20,1.8879887
480,WM_25483,2019-06-02 16:43:20,4.5610037
481,WM_3088,2018-11-26 13:23:20,5.2261176
482,WM_10532,2019-01-21 15:53:20,12.894724
483,WM_6707,2018-12-25 07:13:20,9.475735
484,WM_19404,2019-04-07 19:03:20,4.2097855
485,WM_17238,2019-03-18 05:03:20,4.257092
486,WM_27206,2019-06-16 03:53:20,6.3813887
487,WM_5349,2018-12-15 04:53:20,4.2791967
488,WM_27880,2019-06-21 03:43:20,5.4228587
489,WM_21048,2019-04-30 02:03:20,3.268678
490,WM_25532,2019-06-03 02:13:20,4.6124177
491,WM_24605,2019-05-26 00:33:20,4.213769
492,WM_25022,2019-05-29 20:43:20,5.5824275
493,WM_8753,2019-01-08 19:03:20,5.1936226
494,WM_35769,2019-08-19 13:13:20,3.0026898
495,WM_8442,2019-01-06 14:03:20,8.885872
496,WM_6941,2018-12-26 22:53:20,9.995306
497,WM_301,2018-10-31 07:43:20,9.369403
498,WM_18676,2019-03-28 22:03:20,4.180982
499,WM_17441,2019-03-19 16:53:20,7.0056586
500,WM_12023,2019-02-02 18:03:20,10.907053
501,WM_8351,2019-01-05 22:03:20,9.130504
502,WM_25492,2019-06-02 18:23:20,3.9004023
503,WM_32147,2019-07-21 21:03:20,8.176837
504,WM_22168,2019-05-08 15:33:20,4.456996
505,WM_4076,2018-12-03 22:33:20,8.308945
506,WM_36504,2019-08-24 16:23:20,3.2974794
507,WM_33567,2019-08-03 11:43:20,5.038387
508,WM_32191,2019-07-22 04:43:20,5.0744405
509,WM_6144,2018-12-20 21:43:20,11.688788
510,WM_12533,2019-02-06 08:03:20,8.417452
511,WM_1289,2018-11-10 06:53:20,2.8037653
512,WM_30664,2019-07-11 07:53:20,4.3473682
513,WM_4370,2018-12-06 01:33:20,7.9424295
514,WM_31207,2019-07-15 03:43:20,7.634296
515,WM_10223,2019-01-19 11:23:20,10.12049
516,WM_38274,2019-09-08 00:23:20,8.572712
517,WM_31638,2019-07-18 05:33:20,5.9278264
518,WM_39806,2019-09-19 04:23:20,4.3843937
519,WM_15731,2019-03-03 19:23:20,9.16278
520,WM_16814,2019-03-13 12:43:20,2.5650518
521,WM_20049,2019-04-19 20:33:20,6.5596976
522,WM_39063,2019-09-14 00:13:20,6.147134
523,WM_38964,2019-09-12 23:53:20,7.4114
524,WM_35974,2019-08-20 23:23:20,6.930277
525,WM_25206,2019-05-31 10:03:20,1.5003204
